projectid,txturl
P046042,http://documents.worldbank.org/curated/en/530751468753278773/text/multi-page.txt
P046043,http://documents.worldbank.org/curated/en/315731468761958772/text/multi0page.txt
P046045,http://documents.worldbank.org/curated/en/617961468752125207/text/multi0page.txt
P046046,http://documents.worldbank.org/curated/en/561921468773395834/text/multi-page.txt
P046051,http://documents.worldbank.org/curated/en/961491468746383927/text/multi-page.txt
P046052,http://documents.worldbank.org/curated/en/268271468743396797/text/multi0page.txt
P046061,http://documents.worldbank.org/curated/en/304751468759262051/text/multi-page.txt
P046112,http://documents.worldbank.org/curated/en/444991468744060160/text/multi0page.txt
P046497,http://documents.worldbank.org/curated/en/165011468763166805/text/multi0page.txt
P046499,http://documents.worldbank.org/curated/en/614801468773395498/text/multi-page.txt
P046563,http://documents.worldbank.org/curated/en/185611468769290436/text/multi-page.txt
P046564,http://documents.worldbank.org/curated/en/698191468746386510/text/multi-page.txt
P046832,http://documents.worldbank.org/curated/en/339841468765303246/text/multi-page.txt
P046952,http://documents.worldbank.org/curated/en/576221468770424230/text/multi-page.txt
P047067,http://documents.worldbank.org/curated/en/842091468780570606/text/multi-page.txt
P047110,http://documents.worldbank.org/curated/en/390141468765560618/text/multi-page.txt
P047250,http://documents.worldbank.org/curated/en/245861468744292409/text/multi-page.txt
P047319,http://documents.worldbank.org/curated/en/648531468759908020/text/multi-page.txt
P047345,http://documents.worldbank.org/curated/en/556461468743985855/text/multi0page.txt
P047690,http://documents.worldbank.org/curated/en/752761468757526472/text/multi-page.txt
P047761,http://documents.worldbank.org/curated/en/513981468760827487/text/multi-page.txt
P047762,http://documents.worldbank.org/curated/en/785871468760800091/text/multi0page.txt
P048026,http://documents.worldbank.org/curated/en/354581468761368889/text/multi-page.txt
P048202,https://documents.worldbank.org/curated/en/626141468770126475/text/IBArchive-48d72a43-c037-4466-a67d-d46221702c4b.txt
P048204,http://documents.worldbank.org/curated/en/719251468770394993/text/multi-page.txt
P048315,http://documents.worldbank.org/curated/en/618471468760551061/text/multi0page.txt
P048357,http://documents.worldbank.org/curated/en/234431468743395109/text/multi-page.txt
P048505,http://documents.worldbank.org/curated/en/322951468761407500/text/multi-page.txt
P048521,http://documents.worldbank.org/curated/en/176321468773733620/text/multi-page.txt
P048588,http://documents.worldbank.org/curated/en/346301468780912355/text/multi-page.txt
P048651,http://documents.worldbank.org/curated/en/626401468771630738/text/multi0page.txt
P048652,http://documents.worldbank.org/curated/en/839491468749749860/text/multi0page.txt
P048654,http://documents.worldbank.org/curated/en/394601468771114785/text/multi0page.txt
P048657,http://documents.worldbank.org/curated/en/151491468752062393/text/multi-page.txt
P048697,http://documents.worldbank.org/curated/en/952781468757231339/text/multi-page.txt
P048715,http://documents.worldbank.org/curated/en/468991468752140323/text/multi-page.txt
P048756,http://documents.worldbank.org/curated/en/531671468749365559/text/multi0page.txt
P048790,http://documents.worldbank.org/curated/en/304931468760199647/text/multi0page.txt
P048791,http://documents.worldbank.org/curated/en/244501468773998573/text/multi0page.txt
P048795,http://documents.worldbank.org/curated/en/485101468749378851/text/multi0page.txt
P048825,http://documents.worldbank.org/curated/en/549421468312322853/text/204130PAD0REVI1480IDASecM2009104101.txt
P048851,http://documents.worldbank.org/curated/en/716631468779364606/text/multi-page.txt
P048852,http://documents.worldbank.org/curated/en/650431468764690732/text/multi-page.txt
P048869,http://documents.worldbank.org/curated/en/762551468769761641/text/multi-page.txt
P048983,http://documents.worldbank.org/curated/en/347691468746725804/text/multi-page.txt
P049012,http://documents.worldbank.org/curated/en/611421468211465425/text/multi0page.txt
P049051,http://documents.worldbank.org/curated/en/876531468752122606/text/multi-page.txt
P049172,http://documents.worldbank.org/curated/en/742041468753006002/text/multi-page.txt
P049200,http://documents.worldbank.org/curated/en/614631468776099046/text/multi-page.txt
P049265,http://documents.worldbank.org/curated/en/458211468769319667/text/multi0page.txt
P049267,http://documents.worldbank.org/curated/en/523911468761436240/text/multi-page.txt
P049268,http://documents.worldbank.org/curated/en/664131468767394046/text/multi-page.txt
P049269,http://documents.worldbank.org/curated/en/881161468742174579/text/multi0page.txt
P049290,http://documents.worldbank.org/curated/en/250731468277466031/text/317640corr.txt
P049296,http://documents.worldbank.org/curated/en/431241468775538277/text/multi-page.txt
P049385,http://documents.worldbank.org/curated/en/865491468772781649/text/multi0page.txt
P049386,http://documents.worldbank.org/curated/en/735571468771079523/text/multi-page.txt
P049395,http://documents.worldbank.org/curated/en/875481468749772262/text/multi0page.txt
P049436,http://documents.worldbank.org/curated/en/478191468768870548/text/multi-page.txt
P049477,http://documents.worldbank.org/curated/en/608731468750029082/text/multi0page.txt
P049537,http://documents.worldbank.org/curated/en/337261468771642769/text/multi-page.txt
P049539,http://documents.worldbank.org/curated/en/934011468752346541/text/multi0page.txt
P049545,http://documents.worldbank.org/curated/en/254781468771711084/text/multi-page.txt
P049581,http://documents.worldbank.org/curated/en/294581468773394111/text/multi-page.txt
P049582,http://documents.worldbank.org/curated/en/431911468761430772/text/multi-page.txt
P049599,http://documents.worldbank.org/curated/en/767351468752969271/text/multi-page.txt
P049616,http://documents.worldbank.org/curated/en/923521468749358293/text/multi-page.txt
P049618,http://documents.worldbank.org/curated/en/645421468774534904/text/28825.txt
P049621,http://documents.worldbank.org/curated/en/467141468761691064/text/multi0page.txt
P049665,http://documents.worldbank.org/curated/en/331181468743971962/text/multi-page.txt
P049700,http://documents.worldbank.org/curated/en/314601468771881312/text/multi-page.txt
P049702,http://documents.worldbank.org/curated/en/305161468770114184/text/257560EG0PAD.txt
P049716,http://documents.worldbank.org/curated/en/840261468771250131/text/multi-page.txt
P049718,http://documents.worldbank.org/curated/en/285441468761050547/text/multi-page.txt
P049719,http://documents.worldbank.org/curated/en/839061468758687030/text/multi-page.txt
P049721,http://documents.worldbank.org/curated/en/338901468272068563/text/31939.txt
P049723,http://documents.worldbank.org/curated/en/675441468772460409/text/multi-page.txt
P049724,http://documents.worldbank.org/curated/en/922371468772487066/text/307030KG.txt
P049735,http://documents.worldbank.org/curated/en/173291468767062502/text/multi-page.txt
P049770,http://documents.worldbank.org/curated/en/808141468771673328/text/multi-page.txt
P049789,http://documents.worldbank.org/curated/en/956021468757827104/text/multi-page.txt
P049790,http://documents.worldbank.org/curated/en/732891468768721225/text/multi-page.txt
P049791,http://documents.worldbank.org/curated/en/569921468775828655/text/multi-page.txt
P049838,http://documents.worldbank.org/curated/en/675651468761369235/text/multi-page.txt
P049874,http://documents.worldbank.org/curated/en/957861468758089224/text/multi-page.txt
P049892,http://documents.worldbank.org/curated/en/332731468768651814/text/287760IDA0R20040012001.txt
P049894,http://documents.worldbank.org/curated/en/203901468765295678/text/multi-page.txt
P049895,http://documents.worldbank.org/curated/en/544671468774602801/text/multi0page.txt
P049924,http://documents.worldbank.org/curated/en/308331468751788751/text/multi-page.txt
P050036,http://documents.worldbank.org/curated/en/810721468769183651/text/multi-page.txt
P050046,http://documents.worldbank.org/curated/en/135541468771250491/text/multi0page.txt
P050272,http://documents.worldbank.org/curated/en/612391468774685881/text/30758.txt
P050342,http://documents.worldbank.org/curated/en/864311468749088394/text/multi-page.txt
P050354,http://documents.worldbank.org/curated/en/686181468770706216/text/multi-page.txt
P050383,http://documents.worldbank.org/curated/en/961051468035488068/text/241110PAD00REP00020006310BOX358358B.txt
P050400,http://documents.worldbank.org/curated/en/716351468764097563/text/multi-page.txt
P050418,http://documents.worldbank.org/curated/en/513331468778166163/text/multi-page.txt
P050439,http://documents.worldbank.org/curated/en/745271468760537072/text/multi-page.txt
P050440,http://documents.worldbank.org/curated/en/916231468308933815/text/35616.txt
P050441,http://documents.worldbank.org/curated/en/965381468765031484/text/multi-page.txt
P050474,http://documents.worldbank.org/curated/en/743531468759300039/text/multi0page.txt
P050483,http://documents.worldbank.org/curated/en/841241468764089167/text/multi-page.txt
P050484,http://documents.worldbank.org/curated/en/519221468773401964/text/multi-page.txt
P050487,http://documents.worldbank.org/curated/en/896041468759002835/text/multi-page.txt
P050495,http://documents.worldbank.org/curated/en/253821468778218074/text/multi0page.txt
P050508,http://documents.worldbank.org/curated/en/569371468779116640/text/multi-page.txt
P050529,http://documents.worldbank.org/curated/en/618271468757483917/text/multi0page.txt
P050530,http://documents.worldbank.org/curated/en/410591468764086814/text/multi-page.txt
P050544,http://documents.worldbank.org/curated/en/277131468772489688/text/multi-page.txt
P050567,http://documents.worldbank.org/curated/en/801491468025762818/text/376870EG.txt
P050576,http://documents.worldbank.org/curated/en/659301468770953135/text/multi0page.txt
P050578,http://documents.worldbank.org/curated/en/337641468770421159/text/multi-page.txt
P050589,http://documents.worldbank.org/curated/en/827781468756939086/text/multi-page.txt
P050595,http://documents.worldbank.org/curated/en/300171468775146791/text/multi-page.txt
P050601,http://documents.worldbank.org/curated/en/932001468769834027/text/multi-page.txt
P050612,http://documents.worldbank.org/curated/en/484591468751773277/text/multi0page.txt
P050613,http://documents.worldbank.org/curated/en/209511468775815823/text/multi-page.txt
P050615,http://documents.worldbank.org/curated/en/848451468771579060/text/multi-page.txt
P050616,http://documents.worldbank.org/curated/en/302111468771068673/text/multi-page.txt
P050620,http://documents.worldbank.org/curated/en/144341468751787623/text/260900GH.txt
P050623,http://documents.worldbank.org/curated/en/104941468749980928/text/multi0page.txt
P050624,http://documents.worldbank.org/curated/en/172291468749980148/text/multi-page.txt
P050637,http://documents.worldbank.org/curated/en/296551468752770595/text/multi-page.txt
P050638,http://documents.worldbank.org/curated/en/180381468772766730/text/multi-page.txt
P050646,http://documents.worldbank.org/curated/en/445461468756336237/text/multi-page.txt
P050647,http://documents.worldbank.org/curated/en/956151468772764016/text/multi0page.txt
P050649,http://documents.worldbank.org/curated/en/485581468756597539/text/25056.txt
P050651,http://documents.worldbank.org/curated/en/361341468774926400/text/multi-page.txt
P050653,http://documents.worldbank.org/curated/en/831601468771674312/text/multi0page.txt
P050655,http://documents.worldbank.org/curated/en/303201468750256862/text/268230IN.txt
P050657,http://documents.worldbank.org/curated/en/378911468772739039/text/multi-page.txt
P050658,http://documents.worldbank.org/curated/en/354771468772739447/text/multi-page.txt
P050660,http://documents.worldbank.org/curated/en/780931468776040902/text/multi-page.txt
P050667,http://documents.worldbank.org/curated/en/630021468750265112/text/multi-page.txt
P050668,http://documents.worldbank.org/curated/en/611341468266452381/text/240040IB0multi0page.txt
P050671,http://documents.worldbank.org/curated/en/444471468775542700/text/multi0page.txt
P050706,http://documents.worldbank.org/curated/en/998961468781474055/text/multi-page.txt
P050713,http://documents.worldbank.org/curated/en/916041468741873696/text/multi-page.txt
P050714,http://documents.worldbank.org/curated/en/481051468741668967/text/multi-page.txt
P050716,http://documents.worldbank.org/curated/en/561931468125373364/text/403820Uruguay0PAD0R20071017011.txt
