variant,label,horizon,key,group,n_train,resid_train,n_test,resid_test,y_test,p_test
shape_office,schedule_slip_gt90,24,recipient_uei,DRHWW9QLHMM5,5,-0.2473513501871488,4,0.04726442400571476,0.5,0.4527355759942852
shape_office,schedule_slip_gt90,24,recipient_uei,DRLTAXYFZBK8,24,0.31155686007421896,9,-0.1761488396540587,0.3333333333333333,0.5094821729873921
shape_office,schedule_slip_gt90,24,recipient_uei,DRYZNRMCBKL6,7,0.23450426126184215,7,-0.0826764803324758,0.2857142857142857,0.36839076604676146
shape_office,schedule_slip_gt90,24,recipient_uei,DSDXMUZAP1L5,72,-0.0011140136084538403,49,-0.0006348108007818685,0.0,0.0006348108007818685
shape_office,schedule_slip_gt90,24,recipient_uei,DSLZLPNTLGJ9,7,0.12556222030669983,20,-0.0003607434708019941,0.5,0.500360743470802
shape_office,schedule_slip_gt90,24,recipient_uei,DSUSFJFR9A33,63,0.026520188226187034,28,-0.039835834929954024,0.03571428571428571,0.07555012064423973
shape_office,schedule_slip_gt90,24,recipient_uei,DT8KJHZXVJH5,27,-0.08276849880576416,11,0.10785212087026329,0.45454545454545453,0.34669333367519123
shape_office,schedule_slip_gt90,24,recipient_uei,DTP4G6KAPP44,18,0.10790690992239346,4,0.027676048640004808,0.75,0.7223239513599952
shape_office,schedule_slip_gt90,24,recipient_uei,DUD5VV6N1AD6,14,0.09945444127684998,4,0.20864611991399598,0.75,0.541353880086004
shape_office,schedule_slip_gt90,24,recipient_uei,DUE3E75K1MJ3,13,0.04703161301369137,9,-0.02404540527555356,0.4444444444444444,0.468489849719998
shape_office,schedule_slip_gt90,24,recipient_uei,DUKFNLWJTMU6,22,0.023660743786851537,3,-0.389072707597336,0.3333333333333333,0.7224060409306693
shape_office,schedule_slip_gt90,24,recipient_uei,DVYZAD8GXL45,11,-0.05438396466010262,3,0.07366468891583393,0.3333333333333333,0.25966864441749943
shape_office,schedule_slip_gt90,24,recipient_uei,DX7AU4JMLPC7,314,-0.00023281807632401954,104,-0.0002360685511272074,0.0,0.0002360685511272074
shape_office,schedule_slip_gt90,24,recipient_uei,DX8KTH7JHYC6,26,0.17913944540181687,12,0.4053231171498631,0.9166666666666666,0.5113435495168036
shape_office,schedule_slip_gt90,24,recipient_uei,DY4KK2WP5RW5,97,-0.01348865723769998,15,0.0643982374034016,0.3333333333333333,0.2689350959299317
shape_office,schedule_slip_gt90,24,recipient_uei,DZ2UAL6LK186,7,0.05051329813835218,3,0.022310482322153408,0.6666666666666666,0.6443561843445132
shape_office,schedule_slip_gt90,24,recipient_uei,DZ4YCZ3QSPR5,6,0.057975011654575026,5,-0.2836849143424432,0.0,0.2836849143424432
shape_office,schedule_slip_gt90,24,recipient_uei,DZZFRQ8FLMP2,9,0.3278321442957038,5,-0.39808176657927175,0.0,0.39808176657927175
shape_office,schedule_slip_gt90,24,recipient_uei,E11VKLMGHB65,6,-0.45181466491502653,5,-0.03376058684186793,0.6,0.6337605868418679
shape_office,schedule_slip_gt90,24,recipient_uei,E22JTV1XQEB1,19,-0.22232133508342813,5,0.04122817939081294,0.2,0.15877182060918704
shape_office,schedule_slip_gt90,24,recipient_uei,E2A1CY1RXMA4,6,-0.022752009139169232,4,0.13638686189919247,0.5,0.36361313810080753
