GMPP ID Number,Project Name,AR Year,Quarter,Department,MPA RAG (Departmental RAG used if MPA RAG missing),Project - Start Date (Latest Approved Start Date),Project - End Date (Latest Approved End Date),FY Budget (£m) inc Non Gov,FY Forecast (£m) inc Non Gov,Budget Variance (£m),Budget Variance (%),TOTAL BUDGETED WHOLE LIFE COSTS including Non-Government Costs,Gov WLC,Non-Gov WLC,PROJECT CATEGORY,Project Length,Unique ID,Department Grouped,MPA RAG Grouped,Joiner,SRO,Description,source_workbook,snapshot_date,gmpp_id_norm,dca_source,wlc_source,end_source,project_key,name_norm,project_key_by_name,join_route,project_name,dca_published,wlc_baseline_gbp_m,end_date,_merge,matched
DFT_0006_1112-Q1,"M25 DBFO (Design, Build, Finance and Operate)",AR 2013,1213-Q2,DFT,Green,2009-05-31 00:00:00,2013-07-31 00:00:00,99.609003,74.773,,,990.749003,,,,4.167008898015058,"DFT_0006_1112-Q1,1213-Q2",DFT,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0006_1112-Q1,Green,990.749003,2013-07-31,DFT::m25 dbfo,m25 dbfo,DFT::m25 dbfo,name,"M25 DBFO (Design, Build, Finance and Operate)",Green,990.749003,2013-07-31,both,True
DFT_0007_1112-Q1,Managed Motorways,AR 2013,1213-Q2,DFT,Amber/Green,2011-10-31 00:00:00,2017-09-30 00:00:00,219.18759187742262,245.449,,,1431.267160116308,,,,5.916495550992471,"DFT_0007_1112-Q1,1213-Q2",DFT,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0007_1112-Q1,Amber/Green,1431.267160116308,2017-09-30,DFT::managed motorways,managed motorways,DFT::managed motorways,name,Managed Motorways,Amber/Green,1431.26716,2017-09-30,both,True
DFT_0008_1112-Q1,Olympics Transport Programme,AR 2013,1213-Q2,DFT,Green,2007-09-13 00:00:00,2012-12-31 00:00:00,24.607,24.862,,,34.488,,,,5.300479123887748,"DFT_0008_1112-Q1,1213-Q2",DFT,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0008_1112-Q1,Green,34.488,2012-12-31,DFT::olympics transport programme,olympics transport programme,DFT::olympics transport programme,name,Olympics Transport Programme,Green,34.488,2012-12-31,both,True
DFT_0011_1112-Q1,Rail ReFranchising Management Programme - GA Long,AR 2013,1213-Q2,DFT,Amber/Green,2012-07-19 00:00:00,2015-01-31 00:00:00,0,0,,,0,,,,2.535249828884326,"DFT_0011_1112-Q1,1213-Q2",DFT,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0011_1112-Q1,Amber/Green,0.0,2015-01-31,DFT::rail refranchising management programme ga long,rail refranchising management programme ga long,DFT::rail refranchising management programme ga long,name,Rail Refranchising Management Programme - GA Long,Amber/Green,,2015-01-31,both,True
DFT_0012_1112-Q1,Rail ReFranchising Management Programme - Greater Anglia Short,AR 2013,1213-Q2,DFT,Green,2010-06-01 00:00:00,2013-02-28 00:00:00,-144.7,-154.9,,,-396.7769230769231,,,,2.746064339493498,"DFT_0012_1112-Q1,1213-Q2",DFT,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0012_1112-Q1,Green,-396.7769230769231,2013-02-28,DFT::rail refranchising management programme greater anglia short,rail refranchising management programme greater anglia short,DFT::rail refranchising management programme greater anglia short,name,Rail Refranchising Management Programme - Greater Anglia Short,Green,-396.7769231,2013-02-28,both,True
DFT_0013_1112-Q1,Rail ReFranchising Management Programme - West Coast,AR 2013,1213-Q2,DFT,Red,2010-09-22 00:00:00,2014-04-08 00:00:00,0,0,,,0,,,,3.542778918548939,"DFT_0013_1112-Q1,1213-Q2",DFT,Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0013_1112-Q1,Red,0.0,2014-04-08,DFT::rail refranchising management programme west coast,rail refranchising management programme west coast,DFT::rail refranchising management programme west coast,name,Rail Refranchising Management Programme - West Coast,Red,,2014-04-08,both,True
DFT_0017_1213-Q1,Great Western refranchising,AR 2013,1213-Q2,DFT,Amber,2011-07-21 00:00:00,2015-01-16 00:00:00,0,0,,,0,,,,3.490759753593429,"DFT_0017_1213-Q1,1213-Q2",DFT,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0017_1213-Q1,Amber,0.0,2015-01-16,,great western refranchising,,unmatched,,,,,left_only,False
DFT_0018_1213-Q1,"Thameslink, Southern and Great Northern refranchising project",AR 2013,1213-Q2,DFT,Amber/Red,2011-10-30 00:00:00,2015-02-27 00:00:00,0,0,,,0,,,,3.3292265571526354,"DFT_0018_1213-Q1,1213-Q2",DFT,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0018_1213-Q1,Amber/Red,0.0,2015-02-27,,thameslink southern and great northern refranchising project,,unmatched,,,,,left_only,False
DFT_0010_1112-Q1,Rail ReFranchising Management Programme - East Coast,AR 2013,1213-Q2,DFT,Amber,2009-07-20 00:00:00,2013-05-31 00:00:00,0,0,,,0,,,,3.863107460643395,"DFT_0010_1112-Q1,1213-Q2",DFT,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0010_1112-Q1,Amber,0.0,2013-05-31,DFT::rail refranchising management programme east coast,rail refranchising management programme east coast,DFT::rail refranchising management programme east coast,name,Rail Refranchising Management Programme - East Coast,Amber,,2013-05-31,both,True
DFT_0002_1112-Q1,DVLA ICTContract Procurement,AR 2013,1213-Q2,DFT,Amber,2011-03-01 00:00:00,2015-09-30 00:00:00,6.96,3.463,,,102.06,,,,4.583162217659138,"DFT_0002_1112-Q1,1213-Q2",DFT,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0002_1112-Q1,Amber,102.06,2015-09-30,,dvla ictcontract procurement,,unmatched,,,,,left_only,False
DFT_0005_1112-Q1,Intercity Express Programme (IEP),AR 2013,1213-Q2,DFT,Amber/Green,2005-06-01 00:00:00,2019-12-31 00:00:00,5.86,5.86,,,1288.68,,,,14.581793292265571,"DFT_0005_1112-Q1,1213-Q2",DFT,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0005_1112-Q1,Amber/Green,1288.68,2019-12-31,DFT_0005_1112-Q1,intercity express programme,DFT_0005_1112-Q1,gmpp_id,Intercity Express Programme (IEP),Amber/Green,1288.68,2019-12-31,both,True
DFT_0009_1112-Q1,Periodic Review 2013 (HLOS),AR 2013,1213-Q2,DFT,Green,2011-08-31 00:00:00,2012-07-31 00:00:00,0,0,,,18566.787712694208,,,,0.917180013689254,"DFT_0009_1112-Q1,1213-Q2",DFT,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0009_1112-Q1,Green,18566.787712694208,2012-07-31,DFT::periodic review 2013,periodic review 2013,DFT::periodic review 2013,name,Periodic Review 2013 (HLOS),Green,18566.78771,2012-07-31,both,True
DFT_0014_1112-Q1,Search & Rescue Helicopters (SARH),AR 2013,1213-Q2,DFT,Amber,2011-02-08 00:00:00,2017-09-08 00:00:00,37,37,,,3286,,,,6.581793292265571,"DFT_0014_1112-Q1,1213-Q2",DFT,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0014_1112-Q1,Amber,3286.0,2017-09-08,DFT::search and rescue helicopters,search and rescue helicopters,DFT::search and rescue helicopters,name,Search & Rescue Helicopters (SARH),Amber,3286.0,2017-09-08,both,True
DH_0008_1112-Q1,Electronic Prescription Service (EPS) Release 2,AR 2013,1213-Q2,DH,Amber/Green,2003-11-28 00:00:00,2014-03-31 00:00:00,8.85,10.26,,,36.379999999999995,,,,10.338124572210814,"DH_0008_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0008_1112-Q1,Amber/Green,36.379999999999995,2014-03-31,DOH_0008_1112-Q1,electronic prescription service release 2,DOH_0008_1112-Q1,name,Electronic Prescription Service (EPS) Release 2,Amber/Green,36.38,2014-03-31,both,True
DFT_0016_1112-Q1,Thameslink,AR 2013,1213-Q2,DFT,Amber/Green,2005-07-01 00:00:00,2018-12-01 00:00:00,28.826,26.827,,,5638.255999999999,,,,13.418206707734429,"DFT_0016_1112-Q1,1213-Q2",DFT,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DFT_0016_1112-Q1,Amber/Green,5638.255999999999,2018-12-01,DFT_0016_1112-Q1,thameslink,DFT_0016_1112-Q1,gmpp_id,Thameslink,Amber/Green,5638.256,2018-12-01,both,True
DH_0015_1112-Q1,NME Programme for IT,AR 2013,1213-Q2,DH,Amber,2004-04-01 00:00:00,2016-07-31 00:00:00,273.0531331344505,405.74820789401673,,,5636.192320609403,,,,12.331279945242985,"DH_0015_1112-Q1,1213-Q2",DH,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0015_1112-Q1,Amber,5636.192320609403,2016-07-31,DH/DHSC::nme programme for it,nme programme for it,DH/DHSC::nme programme for it,name,NME Programme for IT,Amber,5636.192321,2016-07-31,both,True
DH_0018_1112-Q1,Pre-Pandemic Vaccine,AR 2013,1213-Q2,DH,Amber/Green,2011-10-01 00:00:00,2014-07-01 00:00:00,0,0,,,0,,,,2.74880219028063,"DH_0018_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0018_1112-Q1,Amber/Green,0.0,2014-07-01,DH/DHSC::pre pandemic vaccine,pre pandemic vaccine,DH/DHSC::pre pandemic vaccine,name,Pre-Pandemic Vaccine,Amber/Green,,2014-07-01,both,True
DH_0003_1112-Q1,"Brighton & Sussex University Hospitals NHS Trust (3Ts Programme - The development of a leading teaching, trauma and tertiary care centre)",AR 2013,1213-Q2,DH,Amber/Green,2012-05-31 00:00:00,2021-12-24 00:00:00,26.8,54.38,,,500.8,,,,9.566050650239562,"DH_0003_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0003_1112-Q1,Amber/Green,500.8,2021-12-24,DH/DHSC::brighton and sussex university hospitals nhs trust,brighton and sussex university hospitals nhs trust,DH/DHSC::brighton and sussex university hospitals nhs trust,name,"Brighton & Sussex University Hospitals NHS Trust (3Ts Programme - The development of a leading teaching, trauma and tertiary care centre)",Amber/Green,500.8,2021-12-24,both,True
DH_0004_1112-Q1,Broadmoor Redevelopment Programme,AR 2013,1213-Q2,DH,Amber/Green,2011-08-01 00:00:00,2018-11-01 00:00:00,16.219,16.219,,,256.246,,,,7.252566735112937,"DH_0004_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0004_1112-Q1,Amber/Green,256.246,2018-11-01,DH/DHSC::broadmoor redevelopment programme,broadmoor redevelopment programme,DH/DHSC::broadmoor redevelopment programme,name,Broadmoor Redevelopment Programme,Amber/Green,256.246,2018-11-01,both,True
DH_0022_1112-Q1,Summary Care Record (SCR),AR 2013,1213-Q2,DH,Amber/Green,2006-04-01 00:00:00,2016-03-31 00:00:00,24.869999999999997,24.169999999999998,,,51.10000000000001,,,,9.998631074606434,"DH_0022_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0022_1112-Q1,Amber/Green,51.10000000000001,2016-03-31,DH/DHSC::summary care record,summary care record,DH/DHSC::summary care record,name,Summary Care Record (SCR),Amber/Green,51.1,2016-03-31,both,True
DH_0023_1112-Q2,London Programme for IT,AR 2013,1213-Q2,DH,Amber/Red,2003-12-18 00:00:00,2015-10-19 00:00:00,163.35000000000002,174.67000000000002,,,627.5899999999999,,,,11.835728952772074,"DH_0023_1112-Q2,1213-Q2",DH,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0023_1112-Q2,Amber/Red,627.5899999999999,2015-10-19,DH/DHSC::london programme for it,london programme for it,DH/DHSC::london programme for it,name,London Programme for IT,Amber/Red,627.59,2015-10-19,both,True
DH_0026_1112-Q2,Southern Programme for IT,AR 2013,1213-Q2,DH,Amber/Green,2004-01-26 00:00:00,2015-10-31 00:00:00,102.39,78.94999999999999,,,634.0600000000001,,,,11.761806981519507,"DH_0026_1112-Q2,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0026_1112-Q2,Amber/Green,634.0600000000001,2015-10-31,DH/DHSC::southern programme for it,southern programme for it,DH/DHSC::southern programme for it,name,Southern Programme for IT,Amber/Green,634.06,2015-10-31,both,True
DH_0014_1112-Q1,NHSmail service refresh,AR 2013,1213-Q2,DH,Amber/Green,2004-10-31 00:00:00,2013-06-30 00:00:00,7.9,22.83,,,96.05000000000001,,,,8.66255989048597,"DH_0014_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0014_1112-Q1,Amber/Green,96.05000000000001,2013-06-30,DH/DHSC::nhsmail service refresh,nhsmail service refresh,DH/DHSC::nhsmail service refresh,name,NHSmail service refresh,Amber/Green,96.05,2013-06-30,both,True
DH_0010_1112-Q1,Health and Care Modernisation Transition Programme,AR 2013,1213-Q2,DH,Amber/Red,2011-10-01 00:00:00,2013-04-01 00:00:00,699.3,699.3,,,1563.9,,,,1.5003422313483916,"DH_0010_1112-Q1,1213-Q2",DH,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0010_1112-Q1,Amber/Red,1563.9,2013-04-01,DH/DHSC::health and care modernisation transition programme,health and care modernisation transition programme,DH/DHSC::health and care modernisation transition programme,name,Health and Care Modernisation Transition Programme,Amber/Red,1563.9,2013-04-01,both,True
DH_0012_1112-Q1,IMS3,AR 2013,1213-Q2,DH,Green,2011-05-16 00:00:00,2013-03-29 00:00:00,70.11,55.4,,,139.38,,,,1.8699520876112252,"DH_0012_1112-Q1,1213-Q2",DH,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0012_1112-Q1,Green,139.38,2013-03-29,DH/DHSC::ims3,ims3,DH/DHSC::ims3,name,IMS3,Green,139.38,2013-03-29,both,True
DH_0005_1112-Q1,CAB Variation,AR 2013,1213-Q2,DH,Amber/Green,2011-10-01 00:00:00,2013-12-15 00:00:00,30.09,29.09556348,,,54.24,,,,2.206707734428474,"DH_0005_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0005_1112-Q1,Amber/Green,54.24,2013-12-15,DH/DHSC::cab variation,cab variation,DH/DHSC::cab variation,name,CAB Variation,Amber/Green,54.24,2013-12-15,both,True
DH_0024_1112-Q2,N3 Extension,AR 2013,1213-Q2,DH,Amber,2004-02-19 00:00:00,2014-03-31 00:00:00,114.314,120.34,,,371.89,,,,10.11088295687885,"DH_0024_1112-Q2,1213-Q2",DH,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0024_1112-Q2,Amber,371.89,2014-03-31,DH/DHSC::n3 extension,n3 extension,DH/DHSC::n3 extension,name,N3 Extension,Amber,371.89,2014-03-31,both,True
DH_0006_1112-Q1,E &N Herts. NHS Trust - LIFT scheme - new QEII hospital in Welwyn Garden City,AR 2013,1213-Q2,DH,Amber/Green,2011-03-23 00:00:00,2014-04-01 00:00:00,0,0,,,70.25,,,,3.025325119780972,"DH_0006_1112-Q1,1213-Q2",DH,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0006_1112-Q1,Amber/Green,70.25,2014-04-01,DH/DHSC::e and n herts nhs trust lift scheme new qeii hospital in welwyn garden city,e and n herts nhs trust lift scheme new qeii hospital in welwyn garden city,DH/DHSC::e and n herts nhs trust lift scheme new qeii hospital in welwyn garden city,name,E &N Herts. NHS Trust - LIFT scheme - new QEII hospital in Welwyn Garden City,Amber/Green,70.25,2014-04-01,both,True
DH_0016_1112-Q1,Pandemic Vaccine Sleeping Contract,AR 2013,1213-Q2,DH,Green,2010-04-01 00:00:00,2012-06-01 00:00:00,0,0,,,0,,,,2.1683778234086244,"DH_0016_1112-Q1,1213-Q2",DH,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DH_0016_1112-Q1,Green,0.0,2012-06-01,DH/DHSC::pandemic vaccine sleeping contract,pandemic vaccine sleeping contract,DH/DHSC::pandemic vaccine sleeping contract,name,Pandemic Vaccine Sleeping Contract,Green,,2012-06-01,both,True
DWP_0003_1112-Q1,Child Maintenance Group Change,AR 2013,1213-Q2,DWP,Amber/Red,2009-08-01 00:00:00,2014-01-29 00:00:00,72.5,87.35,,,1203.3899999999999,,,,4.4955509924709105,"DWP_0003_1112-Q1,1213-Q2",DWP,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0003_1112-Q1,Amber/Red,1203.3899999999999,2014-01-29,DWP::child maintenance group change,child maintenance group change,DWP::child maintenance group change,name,Child Maintenance Group Change,Amber/Red,1203.39,2014-01-29,both,True
DWP_0005_1112-Q1,Enabling Retirement Savings Programme,AR 2013,1213-Q2,DWP,Amber,2007-05-18 00:00:00,2018-10-01 00:00:00,112,98.8,,,1004.3,,,,11.373032169746748,"DWP_0005_1112-Q1,1213-Q2",DWP,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0005_1112-Q1,Amber,1004.3,2018-10-01,DWP_0005_1112-Q1,enabling retirement savings programme,DWP::enabling retirement savings programme,gmpp_id,,,,,left_only,False
DWP_0009_1112-Q1,Universal Credit Programme,AR 2013,1213-Q2,DWP,Amber/Red,2011-11-17 00:00:00,2017-12-31 00:00:00,386.5,378.99,,,12845.38,,,,6.121834360027378,"DWP_0009_1112-Q1,1213-Q2",DWP,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0009_1112-Q1,Amber/Red,12845.38,2017-12-31,DWP_0009_1112-Q1,universal credit programme,DWP_0009_1112-Q1,gmpp_id,Universal Credit Programme,Amber/Red,12845.38,2017-12-31,both,True
DWP_0011_1112-Q2,Personal Independence Payment Implementation,AR 2013,1213-Q2,DWP,Amber/Red,2011-10-31 00:00:00,2016-03-31 00:00:00,139.43,126.72,,,2771.379,,,,4.41615331964408,"DWP_0011_1112-Q2,1213-Q2",DWP,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0011_1112-Q2,Amber/Red,2771.379,2016-03-31,DWP::personal independence payment implementation,personal independence payment implementation,DWP::personal independence payment implementation,name,Personal Independence Payment Implementation,Amber/Red,2771.379,2016-03-31,both,True
DWP_0016_1213-Q2,Fraud and Error Programme,AR 2013,1213-Q2,DWP,Amber/Red,2012-04-02 00:00:00,2015-03-01 00:00:00,156.3,128.65,,,770.3,,,,2.9103353867214237,"DWP_0016_1213-Q2,1213-Q2",DWP,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0016_1213-Q2,Amber/Red,770.3,2015-03-01,DWP_0016_1213-Q2,fraud and error programme,DWP_0016_1213-Q2,gmpp_id,Fraud and Error Programme,Amber/Red,770.3,2015-03-01,both,True
DWP_0010_1112-Q1,Work Programme,AR 2013,1213-Q2,DWP,Amber,2010-11-25 00:00:00,2011-10-18 00:00:00,735.6999999999999,777,,,5626.7,,,,0.8952772073921971,"DWP_0010_1112-Q1,1213-Q2",DWP,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0010_1112-Q1,Amber,5626.7,2011-10-18,DWP::work programme,work programme,DWP::work programme,name,Work Programme,Amber,5626.7,2011-10-18,both,True
DWP_0007_1112-Q1,Incapacity Benefit Reassessment,AR 2013,1213-Q2,DWP,Green,2009-07-09 00:00:00,2012-03-23 00:00:00,143.6,140.99,,,891.8,,,,2.704996577686516,"DWP_0007_1112-Q1,1213-Q2",DWP,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0007_1112-Q1,Green,891.8,2012-03-23,DWP::incapacity benefit reassessment,incapacity benefit reassessment,DWP::incapacity benefit reassessment,name,Incapacity Benefit Reassessment,Green,891.8,2012-03-23,both,True
DWP_0002_1112-Q1,Central Payment System,AR 2013,1213-Q2,DWP,Green,2008-09-01 00:00:00,2012-06-21 00:00:00,23.5,22.314999999999998,,,284.90000000000003,,,,3.802874743326489,"DWP_0002_1112-Q1,1213-Q2",DWP,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0002_1112-Q1,Green,284.90000000000003,2012-06-21,DWP::central payment system,central payment system,DWP::central payment system,name,Central Payment System,Green,284.9,2012-06-21,both,True
DWP_0012_1112-Q4,Benefit Cap,AR 2013,1213-Q2,DWP,Amber/Red,2012-04-19 00:00:00,2013-07-31 00:00:00,28.53,27,,,49.029999999999994,,,,1.2813141683778233,"DWP_0012_1112-Q4,1213-Q2",DWP,Amber/Red,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0012_1112-Q4,Amber/Red,49.029999999999994,2013-07-31,DWP::benefit cap,benefit cap,DWP::benefit cap,name,Benefit Cap,Amber/Red,49.03,2013-07-31,both,True
DWP_0015_1112-Q4,Youth Contract,AR 2013,1213-Q2,DWP,Green,2012-01-19 00:00:00,2012-06-21 00:00:00,139.97,182.04,,,741.93,,,,0.4216290212183436,"DWP_0015_1112-Q4,1213-Q2",DWP,Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0015_1112-Q4,Green,741.93,2012-06-21,DWP::youth contract,youth contract,DWP::youth contract,name,Youth Contract,Green,741.93,2012-06-21,both,True
DWP_0013_1112-Q4,Specialist Disability Employment Programme,AR 2013,1213-Q2,DWP,Amber,2012-02-16 00:00:00,2014-07-31 00:00:00,33.52,35.629999999999995,,,202.97999999999996,,,,2.4531143052703626,"DWP_0013_1112-Q4,1213-Q2",DWP,Amber,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0013_1112-Q4,Amber,202.97999999999996,2014-07-31,DWP::specialist disability employment programme,specialist disability employment programme,DWP::specialist disability employment programme,name,Specialist Disability Employment Programme,Amber,202.98,2014-07-31,both,True
DWP_0014_1112-Q4,State Pension Reform - Single Tier,AR 2013,1213-Q2,DWP,Amber/Green,2012-02-27 00:00:00,2017-10-31 00:00:00,2.7,1.12,,,114.16000000000001,,,,5.675564681724846,"DWP_0014_1112-Q4,1213-Q2",DWP,Amber/Green,Joiner,,,2020/beis/BEIS_Government_Major_Projects_Portfolio_data_September_2019.xlsx,2012-09-30,DWP_0014_1112-Q4,Amber/Green,114.16000000000001,2017-10-31,DWP::state pension reform single tier,state pension reform single tier,DWP::state pension reform single tier,name,State Pension Reform - Single Tier,Amber/Green,114.16,2017-10-31,both,True
